Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
003AAA7F	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Nugget x1 	Sweet Herba Mystica x1 	Health Feather x2 	Ability Capsule x1 	Big Mushroom x1 	Balm Mushroom x1 	Nugget x1 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 									Malamar (5☆) (Star)	0	3844735	
003E3293	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Exp. Candy L x1 	Salty Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Pomeg Berry x3 	Rare Candy x1 	Exp. Candy L x1 	Exp. Candy L x1 	Balm Mushroom x1 										Kingdra (5☆) (Star)	0	4076179	
0043EDFE	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Spicy Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Pomeg Berry x3 	Salty Herba Mystica x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 										Malamar (5☆) (Star)	0	4451838	
004AC5ED	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Sweet Herba Mystica x1 	Rare Candy x1 	Sour Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x2 	Horsea Ink x2 	Health Feather x2 	Pomeg Berry x3 	Horsea Ink x2 										Kingdra (5☆) (Square)	0	4900333	
004D0F06	Exp. Candy L x1 	Exp. Candy XL x1 	Skarmory Feather x5 	Resist Feather x3 	Skarmory Feather x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Qualot Berry x3 	Resist Feather x2 	Exp. Candy L x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Resist Feather x2 	Big Pearl x1 	Nugget x1 	Resist Feather x2 	Impish Mint x1 									Skarmory (5☆) (Star)	0	5050118	
004F8478	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Nugget x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x2 										Kingdra (5☆) (Star)	0	5211256	
0050ADEC	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Rare Candy x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Inkay Ink x2 	Sweet Herba Mystica x1 	Pomeg Berry x3 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 										Malamar (5☆) (Star)	0	5287404	
00515A75	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	PP Up x1 	Exp. Candy L x2 	Big Mushroom x1 	Sweet Herba Mystica x1 	Nugget x1 	Exp. Candy L x1 										Lapras (5☆) (Star)	0	5331573	
0053A297	Exp. Candy L x1 	Exp. Candy XL x1 	Duraludon Tarnish x5 	Genius Feather x3 	Duraludon Tarnish x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Bitter Herba Mystica x1 	Rare Candy x1 	Duraludon Tarnish x2 	Star Piece x1 	Rash Mint x1 	Hondew Berry x3 	Exp. Candy L x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 										Duraludon (5☆) (Star)	0	5481111	
0054D585	Exp. Candy L x1 	Exp. Candy XL x1 	Elekid Fur x5 	Muscle Feather x3 	Elekid Fur x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Spicy Herba Mystica x1 	Muscle Feather x2 	Elekid Fur x2 	Elekid Fur x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 									Electivire (5☆) (Star)	0	5559685	
005B2518	Exp. Candy L x1 	Exp. Candy XL x1 	Skarmory Feather x5 	Resist Feather x3 	Skarmory Feather x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Qualot Berry x3 	Relaxed Mint x1 	Nugget x1 	Nugget x1 	Resist Feather x2 	Big Pearl x1 	Rare Candy x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Pearl String x1 									Skarmory (5☆) (Star)	0	5973272	
005E070E	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Sweet Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Health Feather x2 	Exp. Candy L x2 	Bottle Cap x1 	Nugget x1 	Horsea Ink x2 	Salty Herba Mystica x1 	Big Mushroom x1 									Kingdra (5☆) (Star)	0	6162190	
0061C811	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Ability Capsule x1 	Kelpsy Berry x3 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Star Piece x1 	Exp. Candy L x2 	Naughty Mint x1 	Spicy Herba Mystica x1 	Naughty Mint x1 										Rhyperior (5☆) (Star)	0	6408209	
0061E398	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Sweet Herba Mystica x1 	Exp. Candy L x1 	Rare Candy x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	PP Up x1 	Nugget x1 	Exp. Candy L x1 	Exp. Candy L x1 	Ghost Tera Shard x1 									Malamar (5☆) (Star)	0	6415256	
006AD5FF	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x2 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Rare Candy x1 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 									Kingdra (5☆) (Star)	0	7001599	
006ECDEE	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Big Mushroom x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Bitter Herba Mystica x1 	PP Up x1 	Pomeg Berry x3 	Big Mushroom x1 	Pomeg Berry x3 	Nugget x1 										Malamar (5☆) (Star)	0	7261678	
006EE7FB	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	PP Up x1 	Ability Capsule x1 	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Salty Herba Mystica x1 										Lapras (5☆) (Star)	0	7268347	
00718686	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Nugget x1 	Salty Herba Mystica x1 	Pomeg Berry x3 	Sour Herba Mystica x1 									Kingdra (5☆) (Star)	0	7440006	
00751481	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Rare Candy x1 	Nugget x1 	Bottle Cap x1 	Fire Tera Shard x1 	PP Up x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Sour Herba Mystica x1 									Lapras (5☆) (Star)	0	7672961	
007AA888	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Poison Tera Shard x1 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Adamant Mint x1 	Exp. Candy L x1 	Muscle Feather x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 									Rhyperior (5☆) (Star)	0	8038536	
007FC97C	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Health Feather x2 	Exp. Candy L x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Pomeg Berry x3 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 										Kingdra (5☆) (Square)	0	8374652	
00808B7A	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Health Feather x2 	Pomeg Berry x3 	Exp. Candy L x1 	Sweet Herba Mystica x1 	PP Up x1 	Health Feather x2 	Sour Herba Mystica x1 	Bitter Herba Mystica x1 	Big Mushroom x1 										Lapras (5☆) (Star)	0	8424314	
0082457C	Exp. Candy L x1 	Exp. Candy XL x1 	Magby Hair x5 	Genius Feather x3 	Magby Hair x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Bitter Herba Mystica x1 	Genius Feather x2 	Genius Feather x2 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Rash Mint x1 	Exp. Candy L x1 	Magby Hair x2 	Genius Feather x2 										Magmortar (5☆) (Star)	0	8537468	
0084A8FC	Exp. Candy L x1 	Exp. Candy XL x1 	Rhyhorn Fang x5 	Muscle Feather x3 	Rhyhorn Fang x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Brave Mint x1 	Exp. Candy L x1 	Star Piece x1 	Spicy Herba Mystica x1 	Grass Tera Shard x1 	Star Piece x1 	Spicy Herba Mystica x1 	Brave Mint x1 	Exp. Candy L x2 										Rhyperior (5☆) (Star)	0	8694012	
00887F00	Exp. Candy L x1 	Exp. Candy XL x1 	Skarmory Feather x5 	Resist Feather x3 	Skarmory Feather x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Salty Herba Mystica x1 	PP Up x1 	PP Up x1 	Salty Herba Mystica x1 	Resist Feather x2 	Exp. Candy L x2 	Qualot Berry x3 	Qualot Berry x3 	PP Up x1 									Skarmory (5☆) (Star)	0	8945408	
008BAE08	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Pomeg Berry x3 	Lapras Teardrop x2 	Health Feather x2 	Bitter Herba Mystica x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Rare Candy x1 	Ability Capsule x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 									Lapras (5☆) (Star)	0	9154056	
008DCE79	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Pomeg Berry x3 	Exp. Candy L x1 	Health Feather x2 	Sour Herba Mystica x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Lapras Teardrop x2 	Health Feather x2 	Exp. Candy L x2 										Lapras (5☆) (Star)	0	9293433	
008EE47D	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Sour Herba Mystica x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Exp. Candy L x1 	Nugget x1 	Horsea Ink x2 	Exp. Candy L x2 	Rare Candy x1 	Rare Candy x1 										Kingdra (5☆) (Star)	0	9364605	
0090477C	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Nugget x1 	Rare Candy x1 	Exp. Candy L x1 	Ability Capsule x1 	Sour Herba Mystica x1 	Nugget x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x2 										Kingdra (5☆) (Star)	0	9455484	
00937972	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Exp. Candy L x1 	Health Feather x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Psychic Tera Shard x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	9664882	
00A24EF8	Exp. Candy L x1 	Exp. Candy XL x1 	Porygon Fragment x5 	Muscle Feather x3 	Porygon Fragment x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Kelpsy Berry x3 	Exp. Candy L x2 	Naughty Mint x1 	Muscle Feather x2 	Star Piece x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 										Porygon2 (5☆) (Star)	0	10637048	
00A58473	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Nugget x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Bottle Cap x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 										Lapras (5☆) (Star)	0	10847347	
00A7FE07	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Exp. Candy L x1 	Health Feather x2 	Rare Candy x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Health Feather x2 	Exp. Candy L x2 									Lapras (5☆) (Star)	0	11009543	
00A81B01	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Salty Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Nugget x1 	Big Mushroom x1 									Kingdra (5☆) (Star)	0	11016961	
00AC3E7C	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	PP Up x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 										Lapras (5☆) (Star)	0	11288188	
00B0FB7F	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Health Feather x2 	Health Feather x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Steel Tera Shard x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Health Feather x2 									Lapras (5☆) (Star)	0	11598719	
00B44E6F	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Pomeg Berry x3 	Rare Candy x1 	Lapras Teardrop x2 	Health Feather x2 	Big Mushroom x1 	Bitter Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 										Lapras (5☆) (Star)	0	11816559	
00B46A78	Exp. Candy L x1 	Exp. Candy XL x1 	Magby Hair x5 	Genius Feather x3 	Magby Hair x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	PP Up x1 	Bottle Cap x1 	Exp. Candy L x2 	Nugget x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Modest Mint x1 	Ghost Tera Shard x1 										Magmortar (5☆) (Star)	0	11823736	
00B62A82	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Nugget x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Big Mushroom x1 									Kingdra (5☆) (Star)	0	11938434	
00B8F06D	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Health Feather x2 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 										Kingdra (5☆) (Star)	0	12120173	
00B9596F	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Sour Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Health Feather x2 	Exp. Candy L x1 	Horsea Ink x2 	Salty Herba Mystica x1 	Big Mushroom x1 										Kingdra (5☆) (Star)	0	12147055	
00B9D975	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Sour Herba Mystica x1 	Exp. Candy L x1 	Dark Tera Shard x1 	Pomeg Berry x3 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	12179829	
00BDC505	Exp. Candy L x1 	Exp. Candy XL x1 	Golett Shard x5 	Muscle Feather x3 	Golett Shard x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Ability Capsule x1 	Spicy Herba Mystica x1 	Naughty Mint x1 	Star Piece x1 	Exp. Candy L x2 	Golett Shard x2 	Star Piece x1 	Exp. Candy L x2 									Golurk (5☆) (Square)	0	12436741	
00C23E97	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Big Mushroom x1 	Health Feather x2 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Inkay Ink x2 	PP Up x1 										Malamar (5☆) (Star)	0	12730007	
00C48D86	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Big Mushroom x1 	Bitter Herba Mystica x1 	Inkay Ink x2 	Exp. Candy L x1 	Exp. Candy L x1 	Health Feather x2 	PP Up x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Salty Herba Mystica x1 									Malamar (5☆) (Star)	0	12881286	
00CA679B	Exp. Candy L x1 	Exp. Candy XL x1 	Inkay Ink x5 	Health Feather x3 	Inkay Ink x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Salty Herba Mystica x1 	Inkay Ink x2 	Inkay Ink x2 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Health Feather x2 	Health Feather x2 	Nugget x1 	Inkay Ink x2 									Malamar (5☆) (Star)	0	13264795	
00CD1404	Exp. Candy L x1 	Exp. Candy XL x1 	Lapras Teardrop x5 	Health Feather x3 	Lapras Teardrop x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	PP Up x1 	Health Feather x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Health Feather x2 	Pomeg Berry x3 	Exp. Candy L x2 	Sweet Herba Mystica x1 									Lapras (5☆) (Star)	0	13440004	
00CE5975	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Sour Herba Mystica x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Bottle Cap x1 	Horsea Ink x2 	Salty Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x2 										Kingdra (5☆) (Star)	0	13523317	
00CF877A	Exp. Candy L x1 	Exp. Candy XL x1 	Minior Shell x5 	Resist Feather x3 	Minior Shell x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Nugget x1 	Minior Shell x2 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Pearl String x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x2 										Minior (5☆) (Star)	0	13600634	
00CF997C	Exp. Candy L x1 	Exp. Candy XL x1 	Horsea Ink x5 	Health Feather x3 	Horsea Ink x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Sour Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 										Kingdra (5☆) (Star)	0	13605244	
