Seed,Species,Shiny,EC,PID,Tera Type,HP,Atk,Def,SpA,SpD,Spe,Ability,Nature,Gender,Height,Weight,Scale,Drops
01CE007B,Dondozo,No,246B6AD6,39F599A4,Ground,31,31,31,15,31,31,Water Veil,Serious,Male,50,20,207,8
01DED6E8,Vaporeon,No,247C4143,76BD965F,Poison,31,31,26,31,31,31,Hydration,Gentle,Male,109,175,178,8
01E1E075,Dondozo,No,247F4AD0,8BA43A2A,Dark,31,31,31,31,18,31,Water Veil,Quirky,Female,188,208,76,8
01FAA087,Dondozo,No,24980AE2,E88C9657,Flying,31,31,31,13,31,31,Water Veil,Gentle,Female,98,187,79,8
01FDC174,Cetitan,No,249B2BCF,FB029879,Dragon,31,29,31,31,31,31,Sheer Force,Rash,Male,69,88,123,8
0202C682,Farigiraf,No,24A030DD,055F5B79,Fairy,31,31,31,31,31,29,Sap Sipper,Quirky,Female,24,162,162,8
022A16F9,Vaporeon,No,24C78154,A8BC785B,Bug,31,31,31,31,31,31,Hydration,Hardy,Male,39,88,202,8
022FC172,Cetitan,No,24CD2BCD,B18EB708,Psychic,29,31,31,31,31,31,Sheer Force,Impish,Female,74,181,194,8
02308088,Dondozo,No,24CDEAE3,CE8B76D8,Poison,31,31,12,31,31,31,Water Veil,Relaxed,Male,83,131,134,8
02344075,Dondozo,No,24D1AAD0,DF84DAB4,Dark,31,31,31,31,17,31,Water Veil,Rash,Male,49,69,185,8
024CBD94,Amoonguss,No,24EA27EF,3EF4C9DC,Dragon,31,31,31,31,31,11,Regenerator,Lax,Male,102,72,125,8
027F8180,Cetitan,No,251CEBDB,F235BD54,Ice,31,31,31,31,31,31,Sheer Force,Quirky,Male,17,111,92,8
028C4672,Farigiraf,No,2529B0CD,3FE3D9D5,Psychic,31,6,31,31,31,31,Sap Sipper,Gentle,Female,61,208,144,8
028EC694,Farigiraf,No,252C30EF,35E3217D,Dragon,27,31,31,31,31,31,Sap Sipper,Serious,Male,207,244,56,8
02A26680,Farigiraf,No,253FD0DB,889402EB,Grass,31,31,31,31,31,22,Sap Sipper,Gentle,Female,55,134,176,8
02BA4081,Dondozo,No,2557AADC,E7F4D9B0,Dark,31,31,31,31,31,31,Water Veil,Gentle,Female,53,187,75,8
02BB731A,Amoonguss,No,2558DD75,E4A824DD,Rock,31,31,31,25,31,31,Regenerator,Mild,Female,101,128,100,8
02BE0168,Cetitan,No,255B6BC3,F8EBB5A6,Poison,31,7,31,31,31,31,Sheer Force,Brave,Female,59,96,164,8
02EBC19D,Cetitan,No,25892BF8,A1B79260,Water,31,19,31,31,31,31,Sheer Force,Impish,Female,123,62,133,8
030A016E,Cetitan,No,25A76BC9,27961B79,Fire,31,31,19,31,31,31,Sheer Force,Lax,Male,123,44,154,8
033A017F,Cetitan,No,25D76BDA,E7A05996,Steel,31,31,31,31,31,27,Sheer Force,Gentle,Male,159,91,249,8
033EFA0D,Blissey,No,25DC6468,F53709F9,Steel,31,31,28,31,31,31,Healer,Lonely,Female,33,168,133,8
034AA08A,Dondozo,No,25E80AE5,25C636F5,Rock,29,31,31,31,31,31,Water Veil,Bold,Female,49,197,191,9
03797317,Amoonguss,No,2616DD72,EB1DF150,Dark,31,31,31,1,31,31,Regenerator,Brave,Female,169,110,116,8
0381A07F,Dondozo,No,261F0ADA,0A87DBC9,Steel,16,31,31,31,31,31,Water Veil,Bashful,Male,43,218,163,8
03946686,Farigiraf,No,2631D0E1,5F7CEBDC,Fighting,31,31,31,7,31,31,Sap Sipper,Careful,Male,123,69,219,8
039A0679,Farigiraf,No,263770D4,67F85B18,Bug,31,31,15,31,31,31,Sap Sipper,Lax,Male,168,188,164,8
039E4678,Farigiraf,No,263BB0D3,76F41E8D,Ghost,31,31,31,31,31,14,Sap Sipper,Bashful,Male,103,92,124,8
03BA6695,Farigiraf,No,2657D0F0,E79D72DD,Dark,31,31,31,15,31,31,Sap Sipper,Timid,Female,146,118,233,8
03DC8086,Dondozo,No,2679EAE1,7DA2F0B8,Fighting,31,31,31,31,13,31,Water Veil,Lax,Female,127,87,68,8
03E0C06E,Dondozo,No,267E2AC9,8CE31FF7,Fire,31,31,14,31,31,31,Water Veil,Modest,Female,119,104,61,8
03FE0684,Farigiraf,No,269B70DF,F7E15228,Poison,31,31,31,31,31,29,Sap Sipper,Impish,Male,191,172,220,8
04110184,Cetitan,No,26AE6BDF,532D3810,Poison,31,31,31,31,29,31,Sheer Force,Hardy,Male,172,110,194,8
04355302,Amoonguss,No,26D2BD5D,E1FAFC28,Steel,31,31,31,31,31,11,Regenerator,Adamant,Male,121,167,125,8
0445407C,Dondozo,No,26E2AAD7,21EC9AF5,Grass,31,13,31,31,31,31,Water Veil,Naive,Male,118,218,240,8
046DC6B8,Farigiraf,No,270B3113,BFFE1829,Ghost,31,31,31,31,28,31,Sap Sipper,Hardy,Male,127,172,177,8
047F4184,Cetitan,No,271CABDF,F9F63B6E,Poison,31,31,10,31,31,31,Sheer Force,Rash,Male,181,45,77,8
0485A075,Dondozo,No,27230AD0,21241B51,Dark,31,31,6,31,31,31,Water Veil,Mild,Female,106,95,151,8
04908071,Dondozo,No,272DEACC,55946CA6,Electric,31,31,21,31,31,31,Water Veil,Sassy,Male,63,43,35,8
04982678,Farigiraf,No,273590D3,77161650,Ghost,31,31,31,31,27,31,Sap Sipper,Serious,Male,94,205,129,8
04A1A06B,Dondozo,No,273F0AC6,914B56DC,Bug,31,31,24,31,31,31,Water Veil,Gentle,Male,127,133,87,8
04AFB702,Vaporeon,No,274D215D,B90598DA,Normal,31,22,31,31,31,31,Hydration,Calm,Male,151,126,215,8
04B4A6D4,Farigiraf,No,2752112F,E53E7255,Dragon,31,31,19,31,31,31,Sap Sipper,Docile,Male,63,221,115,8
04B70183,Cetitan,No,27546BDE,DBB7002F,Dragon,20,31,31,31,31,31,Sheer Force,Adamant,Female,63,101,119,8
04D88187,Cetitan,No,2775EBE2,754A9A5A,Flying,31,23,31,31,31,31,Sheer Force,Lax,Female,105,161,198,8
04DC8187,Cetitan,No,2779EBE2,85461AD6,Flying,31,31,31,31,31,23,Sheer Force,Docile,Female,121,180,36,8
04E0417F,Cetitan,No,277DABDA,967F521B,Steel,31,18,31,31,31,31,Sheer Force,Careful,Male,193,85,108,8
050F8081,Dondozo,No,27ACEADC,384B5DCA,Water,13,31,31,31,31,31,Water Veil,Quirky,Male,50,138,57,8
0517C08A,Dondozo,No,27B52AE5,5746B8DE,Rock,31,31,31,26,31,31,Water Veil,Bold,Female,53,149,170,8
051CC67C,Farigiraf,No,27BA30D7,8322285D,Grass,31,31,31,31,19,31,Sap Sipper,Bold,Male,75,104,152,8
051EC05A,Dondozo,No,27BC2AB5,7B3B56FD,Rock,31,31,31,31,3,31,Water Veil,Rash,Male,124,83,82,8
0553407C,Dondozo,No,27F0AAD7,48FFF7AA,Grass,31,31,31,31,21,31,Water Veil,Hardy,Female,134,178,104,8
05644084,Dondozo,No,2801AADF,A52DFE24,Poison,31,31,31,31,26,31,Water Veil,Naughty,Male,60,150,227,8
0587E67D,Farigiraf,No,282550D8,174E1BC3,Water,3,31,31,31,31,31,Sap Sipper,Timid,Male,104,202,102,8
058B8686,Farigiraf,No,2828F0E1,28C7DB07,Fighting,31,31,25,31,31,31,Sap Sipper,Hasty,Male,174,161,126,8
05983D83,Amoonguss,No,2835A7DE,75E35726,Bug,26,31,31,31,31,31,Regenerator,Adamant,Female,46,140,153,8
059B8085,Dondozo,No,2838EAE0,68B1DADA,Normal,31,26,31,31,31,31,Water Veil,Lax,Female,122,42,194,8
059BB308,Amoonguss,No,28391D63,67EC1C0E,Poison,31,23,31,31,31,31,Regenerator,Mild,Female,87,105,119,8
05BE416C,Cetitan,No,285BABC7,FDCCB4A1,Ghost,31,31,31,7,31,31,Sheer Force,Naive,Male,164,49,75,8
05C61302,Amoonguss,No,28637D5D,1E49E74E,Ice,24,31,31,31,31,31,Regenerator,Relaxed,Male,171,185,47,8
05C84192,Cetitan,No,2865ABED,3579C16C,Psychic,31,31,31,27,31,31,Sheer Force,Bold,Female,112,122,125,8
05F4E694,Farigiraf,No,289250EF,E327D156,Dragon,31,31,31,27,31,31,Sap Sipper,Impish,Male,54,177,154,8
06038188,Cetitan,No,28A0EBE3,06FC9823,Poison,31,31,31,31,31,10,Sheer Force,Modest,Female,224,137,144,8
061656E2,Vaporeon,No,28B3C13D,5C0D56B3,Psychic,31,31,31,31,18,31,Hydration,Timid,Male,173,125,24,8
0626A187,Cetitan,No,28C40BE2,9A9354B2,Flying,31,31,8,31,31,31,Sheer Force,Timid,Male,53,145,198,8
063CC072,Dondozo,No,28DA2ACD,01FDD9B9,Psychic,31,31,27,31,31,31,Water Veil,Lax,Female,171,109,148,8
064453DF,Amoonguss,No,28E1BE3A,23F4F4E3,Steel,27,31,31,31,31,31,Regenerator,Brave,Male,142,103,120,8
0653804E,Dondozo,No,28F0EAA9,469FA6F1,Fire,31,31,20,31,31,31,Water Veil,Docile,Male,52,195,181,8
065BA074,Dondozo,No,28F90ACF,6618B1BE,Dragon,31,31,19,31,31,31,Water Veil,Adamant,Female,76,213,172,8
068D007D,Dondozo,No,292A6AD8,415D2C46,Water,31,31,31,31,25,31,Water Veil,Serious,Female,19,139,158,8
069B867D,Farigiraf,No,2938F0D8,67585848,Water,31,21,31,31,31,31,Sap Sipper,Docile,Male,184,132,192,8
06A4D719,Vaporeon,No,29424174,A2CB7C51,Bug,31,29,31,31,31,31,Hydration,Jolly,Male,45,123,65,8
06D3FA1B,Blissey,No,29716476,45F949E1,Ground,31,31,31,31,22,31,Healer,Naughty,Female,129,105,146,8
06E9D6FF,Vaporeon,No,2987415A,AE924C62,Steel,31,31,31,31,31,5,Hydration,Hardy,Male,67,121,129,8
06EF6681,Farigiraf,No,298CD0DC,B7D01943,Poison,31,31,3,31,31,31,Sap Sipper,Jolly,Female,92,177,128,8
06F10084,Dondozo,No,298E6ADF,D1359252,Poison,9,31,31,31,31,31,Water Veil,Naive,Male,32,71,175,8
0706806C,Dondozo,No,29A3EAC7,1A14A7DF,Ghost,31,31,31,16,31,31,Water Veil,Hasty,Male,140,144,183,8
0707C186,Cetitan,No,29A52BE1,151869B5,Fighting,31,31,31,18,31,31,Sheer Force,Bashful,Female,194,146,116,9
0716FD90,Amoonguss,No,29B467EB,5899D85B,Grass,31,22,31,31,31,31,Regenerator,Naughty,Male,93,84,176,8
07273A1C,Blissey,No,29C4A477,97D30EF7,Grass,3,31,31,31,31,31,Healer,Bashful,Female,74,140,159,8
072DD3DE,Amoonguss,No,29CB3E39,BD627C5A,Fire,31,31,31,31,31,13,Regenerator,Naive,Male,103,135,173,8
0742404D,Dondozo,No,29DFAAA8,0AD15BA6,Steel,31,31,7,31,31,31,Water Veil,Sassy,Male,125,74,76,8
0748C671,Farigiraf,No,29E630CC,30BF7927,Electric,31,31,31,31,31,26,Sap Sipper,Relaxed,Female,222,107,14,8
07A88685,Farigiraf,No,2A45F0E0,B2A8F509,Normal,31,31,31,31,31,31,Sap Sipper,Serious,Female,65,139,155,8
07AB5A0D,Blissey,No,2A48C468,A7BE87F6,Steel,31,31,31,31,14,31,Healer,Relaxed,Female,146,113,40,8
07C8817F,Cetitan,No,2A65EBDA,323B1C18,Steel,7,31,31,31,31,31,Sheer Force,Brave,Male,193,130,96,8
07EF4086,Dondozo,No,2A8CAAE1,B757F2FD,Fighting,31,31,31,31,29,31,Water Veil,Lonely,Male,84,121,73,8
080BC085,Dondozo,No,2AA92AE0,2CAFDA55,Normal,31,31,31,31,1,31,Water Veil,Quirky,Female,181,188,161,8
081EC6D1,Farigiraf,No,2ABC312C,8085E9AA,Electric,31,31,0,31,31,31,Sap Sipper,Modest,Female,166,186,117,8
082BC180,Cetitan,No,2AC92BDB,ACCFC918,Normal,31,31,16,31,31,31,Sheer Force,Docile,Male,67,91,123,8
084F2084,Dondozo,No,2AEC8ADF,3DE4AAA4,Ground,31,31,28,31,31,31,Water Veil,Jolly,Female,126,196,153,8
084F9303,Amoonguss,No,2AECFD5E,3B31ECB9,Dragon,31,31,31,31,31,9,Regenerator,Lonely,Male,109,192,166,8
089C8671,Farigiraf,No,2B39F0CC,881171E4,Electric,31,31,31,7,31,31,Sap Sipper,Relaxed,Male,73,118,165,9
08F4C185,Cetitan,No,2B922BE0,E8EBDBBE,Normal,31,31,31,31,31,21,Sheer Force,Hasty,Male,76,118,113,9
0904816D,Cetitan,No,2BA1EBC8,26D832CC,Steel,31,31,28,31,31,31,Sheer Force,Quirky,Male,72,196,122,8
090E0086,Dondozo,No,2BAB6AE1,40CD85BE,Fighting,31,31,12,31,31,31,Water Veil,Gentle,Male,125,198,136,8
091CC17F,Cetitan,No,2BBA2BDA,87BDAFBC,Fire,31,31,31,10,31,31,Sheer Force,Modest,Female,50,117,229,8
09258086,Dondozo,No,2BC2EAE1,A2F4BA69,Fighting,31,31,31,31,31,22,Water Veil,Gentle,Male,108,126,170,8
093F4188,Cetitan,No,2BDCABE3,FDDED8AE,Poison,31,31,31,31,3,31,Sheer Force,Quirky,Male,138,85,52,8
09502078,Dondozo,No,2BED8AD3,58FF9755,Steel,31,31,31,31,23,31,Water Veil,Impish,Female,39,106,105,8
09554051,Dondozo,No,2BF2AAAC,657AB000,Electric,21,31,31,31,31,31,Water Veil,Hasty,Male,95,136,183,8
095D0183,Cetitan,No,2BFA6BDE,8478304C,Electric,31,31,31,28,31,31,Sheer Force,Hasty,Female,113,131,131,8
096486C4,Farigiraf,No,2C01F11F,A6A6DC0E,Ground,31,16,31,31,31,31,Sap Sipper,Relaxed,Female,52,192,157,8
096CC677,Farigiraf,No,2C0A30D2,C79FD6D3,Fairy,31,31,29,31,31,31,Sap Sipper,Quiet,Male,89,116,222,9
098AC688,Farigiraf,No,2C2830E3,3048B6F1,Poison,31,7,31,31,31,31,Sap Sipper,Lax,Male,192,128,68,8
098B6174,Cetitan,No,2C28CBCF,2EC599DB,Dragon,31,31,31,31,31,31,Sheer Force,Quiet,Male,134,74,137,8
099C417C,Cetitan,No,2C39ABD7,8A2E3429,Electric,31,18,31,31,31,31,Sheer Force,Calm,Female,120,140,144,8
099E8087,Dondozo,No,2C3BEAE2,7F2F073F,Flying,31,31,31,28,31,31,Water Veil,Jolly,Female,55,34,124,8
09A8C060,Dondozo,No,2C462ABB,B86418C2,Normal,31,31,31,31,31,2,Water Veil,Sassy,Male,169,146,134,8
09D4016F,Cetitan,No,2C716BCA,68EEB18E,Water,31,31,31,17,31,31,Sheer Force,Naive,Male,105,167,88,8
09E69303,Amoonguss,No,2C83FD5E,9EE5FB31,Fairy,31,31,31,31,0,31,Regenerator,Gentle,Female,97,210,158,8
09F70687,Farigiraf,No,2C9470E2,DD296D46,Flying,31,3,31,31,31,31,Sap Sipper,Naive,Female,50,81,100,8
0A024181,Cetitan,No,2C9FABDC,107BF85E,Ice,4,31,31,31,31,31,Sheer Force,Naughty,Female,208,167,184,8
0A108083,Dondozo,No,2CADEADE,556766F6,Electric,31,31,28,31,31,31,Water Veil,Adamant,Male,80,94,189,8
0A5A06B9,Farigiraf,No,2CF77114,6F139C19,Ghost,31,21,31,31,31,31,Sap Sipper,Naive,Male,137,129,138,8
0A6ABD86,Amoonguss,No,2D0827E1,AE183670,Fighting,31,31,31,31,10,31,Regenerator,Adamant,Male,156,163,218,8
0A6BC184,Cetitan,No,2D092BDF,AA478ED2,Ground,31,31,31,5,31,31,Sheer Force,Sassy,Male,194,55,199,8
0A724683,Farigiraf,No,2D0FB0DE,D03DF930,Dark,31,31,31,31,14,31,Sap Sipper,Careful,Male,218,71,122,8
0A9BC186,Cetitan,No,2D392BE1,6AD578C4,Fighting,31,31,9,31,31,31,Sheer Force,Bold,Male,49,158,71,8
0AC43D8A,Amoonguss,No,2D61A7E5,288E885D,Rock,31,0,31,31,31,31,Regenerator,Quirky,Male,174,188,131,8
0AD6C67F,Farigiraf,No,2D7430DA,5EA4CCE3,Fire,31,31,20,31,31,31,Sap Sipper,Mild,Female,187,122,140,8
0AF04081,Dondozo,No,2D8DAADC,D8B41A30,Dark,31,31,31,31,1,31,Water Veil,Relaxed,Male,69,150,114,8
0AFB0073,Dondozo,No,2D986ACE,EBAB7A5B,Ice,31,31,31,24,31,31,Water Veil,Hardy,Female,172,138,249,8
0AFCA69B,Farigiraf,No,2D9A10F6,0640F345,Rock,31,31,25,31,31,31,Sap Sipper,Quiet,Male,70,27,93,8
0B0F8687,Farigiraf,No,2DACF0E2,3873BD10,Flying,31,20,31,31,31,31,Sap Sipper,Brave,Female,155,137,119,8
0B12007C,Dondozo,No,2DAF6AD7,4E895955,Electric,31,31,31,18,31,31,Water Veil,Lonely,Female,136,93,210,8
0B19A17E,Cetitan,No,2DB70BD9,7100F51A,Water,31,31,31,31,31,17,Sheer Force,Careful,Male,190,186,177,8
0B21A190,Cetitan,No,2DBF0BEB,91343CDB,Grass,31,31,31,31,31,26,Sheer Force,Naive,Female,91,122,102,8
0B24406C,Dondozo,No,2DC1AAC7,A7B927B5,Ghost,31,31,31,31,31,29,Water Veil,Careful,Female,90,186,138,8
0B334080,Dondozo,No,2DD0AADB,CBACF64F,Normal,31,31,31,31,12,31,Water Veil,Impish,Female,168,114,218,8
0B4DC187,Cetitan,No,2DEB2BE2,41463836,Flying,31,31,31,31,31,29,Sheer Force,Brave,Male,123,137,172,8
0B5A8072,Dondozo,No,2DF7EACD,6C37F8AA,Psychic,31,31,31,31,26,31,Water Veil,Gentle,Male,137,163,84,8
0B60406D,Dondozo,No,2DFDAAC8,97759B72,Steel,31,31,31,31,31,30,Water Veil,Relaxed,Female,129,78,168,9
0B6DB70C,Vaporeon,No,2E0B2167,C11C275C,Ghost,31,31,31,22,31,31,Hydration,Hardy,Male,157,158,118,8
0B99570D,Vaporeon,No,2E36C168,743A4EBB,Steel,31,31,31,31,31,5,Hydration,Modest,Male,83,109,116,9
0B9AA18D,Cetitan,No,2E380BE8,6D7639D8,Steel,31,31,31,31,31,13,Sheer Force,Brave,Male,86,130,183,8
0BC70076,Dondozo,No,2E646AD1,1ABDECC3,Fairy,31,31,31,31,20,31,Water Veil,Impish,Male,143,159,88,8
0BCB4086,Dondozo,No,2E68AAE1,2BB7F2A5,Fighting,31,11,31,31,31,31,Water Veil,Hasty,Male,114,120,71,8
0BD40175,Cetitan,No,2E716BD0,66AED773,Dark,31,31,8,31,31,31,Sheer Force,Adamant,Female,119,133,240,8
0BDE804E,Dondozo,No,2E7BEAA9,7CA399D1,Fire,31,31,31,4,31,31,Water Veil,Quiet,Female,137,207,212,8
0BF896FB,Vaporeon,No,2E960156,F523A134,Rock,31,21,31,31,31,31,Hydration,Modest,Male,198,177,120,8
0C13867B,Farigiraf,No,2EB0F0D6,500F26C6,Rock,31,31,31,17,31,31,Sap Sipper,Docile,Female,154,163,191,8
0C164188,Cetitan,No,2EB3ABE3,672A58FA,Poison,31,31,31,31,31,13,Sheer Force,Mild,Female,201,234,75,8
0C22219D,Cetitan,No,2EBF8BF8,95D86653,Grass,31,31,31,21,31,31,Sheer Force,Hasty,Male,182,125,63,8
0C276679,Farigiraf,No,2EC4D0D4,A2C29860,Ghost,31,31,27,31,31,31,Sap Sipper,Brave,Female,242,69,119,8
0C28617D,Cetitan,No,2EC5CBD8,BED06C55,Grass,4,31,31,31,31,31,Sheer Force,Adamant,Female,94,189,192,8
0C414186,Cetitan,No,2EDEABE1,1AF189C0,Fighting,31,31,31,23,31,31,Sheer Force,Bold,Male,78,136,62,8
0C54C677,Farigiraf,No,2EF230D2,6CD33696,Fairy,31,3,31,31,31,31,Sap Sipper,Careful,Female,119,190,172,8
0C71131D,Amoonguss,No,2F0E7D78,D9C55750,Grass,31,31,9,31,31,31,Regenerator,Lonely,Female,77,171,98,8
0C79370B,Vaporeon,No,2F16A166,F92E3ED8,Bug,31,31,20,31,31,31,Hydration,Gentle,Male,149,64,79,8
0C83C170,Cetitan,No,2F212BCB,11AD99E6,Grass,31,31,31,31,31,25,Sheer Force,Gentle,Female,97,105,132,8
0CC6406D,Dondozo,No,2F63AAC8,275FD791,Steel,31,31,31,31,2,31,Water Veil,Hardy,Male,30,48,118,8
0CD0C182,Cetitan,No,2F6E2BDD,5D53F75D,Ghost,31,15,31,31,31,31,Sheer Force,Naive,Female,90,153,175,8
0CD5C088,Dondozo,No,2F732AE3,694A70E7,Poison,31,9,31,31,31,31,Water Veil,Sassy,Male,175,150,78,8
0CE9170E,Vaporeon,No,2F868169,BA501D47,Fire,31,31,31,31,27,31,Hydration,Hasty,Male,120,203,39,8
0CFC0180,Cetitan,No,2F996BDB,0E64AACF,Normal,31,10,31,31,31,31,Sheer Force,Hasty,Female,47,175,105,8
0D084170,Cetitan,No,2FA5ABCB,3E54593C,Grass,16,31,31,31,31,31,Sheer Force,Lax,Male,123,182,167,8
0D094679,Farigiraf,No,2FA6B0D4,3A3756F5,Ghost,31,31,31,31,18,31,Sap Sipper,Bold,Male,30,117,116,8
0D1F8184,Cetitan,No,2FBCEBDF,7F4170BD,Ground,12,31,31,31,31,31,Sheer Force,Timid,Male,29,97,97,8
0D264081,Dondozo,No,2FC3AADC,A6785AA1,Fighting,31,31,31,31,16,31,Water Veil,Careful,Male,108,188,141,8
0D2F16F7,Vaporeon,No,2FCC8152,C11710F6,Fairy,31,31,31,31,26,31,Hydration,Lonely,Male,100,156,172,8
0D62007F,Dondozo,No,2FFF6ADA,9536A1CA,Fire,31,31,31,31,6,31,Water Veil,Hasty,Male,66,115,58,8
0D841318,Amoonguss,No,30217D73,2D7FCFDF,Steel,31,31,19,31,31,31,Regenerator,Naive,Male,198,23,139,8
0DA54170,Cetitan,No,3042ABCB,AAE4AF39,Grass,31,31,31,31,31,7,Sheer Force,Modest,Female,29,124,95,8
0DB2DD90,Amoonguss,No,305047EB,D48A022D,Grass,31,31,31,31,7,31,Regenerator,Relaxed,Male,95,173,113,8
0DC2C17F,Cetitan,No,30602BDA,14866F52,Fire,31,31,31,31,25,31,Sheer Force,Docile,Female,179,126,94,8
0DEE4177,Cetitan,No,308BABD2,C6969ADD,Fairy,31,31,31,31,26,31,Sheer Force,Quiet,Male,190,57,147,8
0DFFD377,Amoonguss,No,309D3DD2,004AD87E,Fairy,31,31,31,31,31,19,Regenerator,Gentle,Female,157,133,100,8
0DFFE688,Farigiraf,No,309D50E3,0021E846,Poison,31,19,31,31,31,31,Sap Sipper,Serious,Male,105,207,191,8
0E00A082,Dondozo,No,309E0ADD,19760CE7,Ghost,6,31,31,31,31,31,Water Veil,Naughty,Female,169,67,50,8
0E019A12,Blissey,No,309F046D,164EAFE3,Psychic,31,31,31,31,24,31,Healer,Sassy,Female,213,194,38,8
0E1B1717,Vaporeon,No,30B88172,700C78F1,Fairy,31,31,31,16,31,31,Hydration,Quiet,Male,224,53,114,8
0E364078,Dondozo,No,30D3AAD3,E509DAF2,Steel,31,21,31,31,31,31,Water Veil,Calm,Female,183,147,41,8
0E487D8C,Amoonguss,No,30E5E7E7,3C7BC663,Ghost,31,31,31,31,31,31,Regenerator,Jolly,Female,139,101,100,8
0E6D1300,Amoonguss,No,310A7D5B,C80C0ACE,Normal,31,31,31,31,15,31,Regenerator,Lonely,Male,7,179,159,8
0E86406C,Dondozo,No,3123AAC7,25679950,Ghost,31,31,31,28,31,31,Water Veil,Serious,Female,191,138,97,8
0E8D8162,Cetitan,No,312AEBBD,465F172A,Water,31,31,31,31,18,31,Sheer Force,Impish,Male,119,120,59,8
0E95C688,Farigiraf,No,313330E3,675AB4E9,Poison,31,15,31,31,31,31,Sap Sipper,Quiet,Male,36,123,194,8
0E9D0077,Dondozo,No,313A6AD2,88495A35,Fairy,31,4,31,31,31,31,Water Veil,Hardy,Female,97,157,119,8
0EB62177,Cetitan,No,31538BD2,E3F59A8A,Fairy,31,31,31,31,13,31,Sheer Force,Bold,Female,198,104,41,8
0EB9C070,Dondozo,No,31572ACB,F77099DE,Grass,31,31,31,31,15,31,Water Veil,Quirky,Female,123,46,90,8
0EE08039,Dondozo,No,317DEA94,9A4358CF,Ghost,31,31,31,31,16,31,Water Veil,Hasty,Female,55,91,146,8
0F098080,Dondozo,No,31A6EADB,350DDF0D,Normal,31,17,31,31,31,31,Water Veil,Lonely,Female,197,123,126,8
0F0A0082,Dondozo,No,31A76ADD,3311573C,Dragon,31,31,31,1,31,31,Water Veil,Bashful,Female,55,113,255,8
0F0F006E,Dondozo,No,31AC6AC9,3F0D46F2,Fire,25,31,31,31,31,31,Water Veil,Brave,Male,96,128,146,8
0F1F0683,Farigiraf,No,31BC70DE,7EE5B730,Dark,31,31,8,31,31,31,Sap Sipper,Timid,Female,11,81,99,8
0F284081,Dondozo,No,31C5AADC,BC33D6E5,Rock,31,31,22,31,31,31,Water Veil,Bold,Male,129,69,125,8
0F3DE075,Dondozo,No,31DB4AD0,059D18DA,Dark,31,31,31,31,31,10,Water Veil,Impish,Male,177,89,79,8
