ID	Type	Seed	Pokemon	Ability	Nature	Gender	HP	ATK	DEF	SPA	SPD	SPE	TeraType	IVCount	Stars	Mark
DLC36	Base	089FD7D1	Ariados	Sniper (H)	Hasty	♂	4	29	19	31	31	31	Electric	3	4	
DLC37	Base	08A1EA9E	Ariados	Insomnia (2)	Serious	♀	9	15	31	31	25	31	Water	3	4	
DLC38	Base	08A495D1	Ariados	Sniper (H)	Quiet	♀	31	31	7	28	31	26	Electric	3	4	
DLC39	Base	08A9C948	Ariados	Sniper (H)	Relaxed	♂	31	20	31	11	31	20	Poison	3	4	
DLC40	Base	08AAD657	Ariados	Swarm (1)	Mild	♂	31	31	31	28	4	12	Fairy	3	4	
DLC41	Base	08AC8465	Ariados	Sniper (H)	Docile	♂	16	31	31	29	31	13	Normal	3	4	
DLC42	Base	08AF2809	Ariados	Swarm (1)	Modest	♂	31	6	1	31	6	31	Ground	3	4	
DLC43	Base	08BB3014	Ariados	Sniper (H)	Brave	♂	31	31	31	16	20	1	Dragon	3	4	
DLC44	Base	08C23192	Ariados	Sniper (H)	Calm	♂	13	31	31	31	7	15	Psychic	3	4	
DLC45	Base	085A4DD9	Carbink	Clear Body (1)	Bold	-	29	31	31	9	31	31	Ghost	4	4	
DLC46	Base	08816464	Carbink	Clear Body (1)	Serious	-	31	31	31	31	28	11	Ground	4	4	
DLC47	Base	0886CD61	Carbink	Sturdy (H)	Bashful	-	31	31	31	17	19	31	Dragon	4	4	
DLC48	Base	0897190C	Carbink	Clear Body (1)	Naughty	-	31	31	31	23	1	31	Ghost	4	4	
DLC49	Base	08B59E18	Carbink	Sturdy (H)	Gentle	-	31	31	23	31	31	22	Steel	4	4	
DLC50	Base	082AB74F	Carbink	Sturdy (H)	Rash	-	31	16	31	31	24	7	Water	3	4	
DLC51	Base	083490CD	Carbink	Sturdy (H)	Bashful	-	31	20	31	26	31	25	Steel	3	4	
DLC52	Base	08384D61	Carbink	Clear Body (1)	Impish	-	16	7	31	17	31	31	Poison	3	4	
DLC53	Base	083C23D4	Carbink	Clear Body (1)	Hasty	-	31	9	6	31	19	31	Dragon	3	4	
DLC54	Base	083F2DCE	Carbink	Sturdy (H)	Serious	-	1	31	31	31	6	26	Fire	3	4	
DLC55	Base	083FE45E	Carbink	Clear Body (1)	Mild	-	23	31	27	31	31	3	Water	3	4	
DLC56	Base	08406DCD	Carbink	Clear Body (1)	Hasty	-	31	0	21	31	31	21	Steel	3	4	
DLC57	Base	0844FDDC	Carbink	Clear Body (1)	Relaxed	-	29	31	16	31	22	31	Electric	3	4	
DLC58	Base	084C8B44	Carbink	Sturdy (H)	Hardy	-	3	20	27	31	31	31	Ground	3	4	
DLC59	Base	08504AE5	Carbink	Sturdy (H)	Jolly	-	7	27	31	31	17	31	Normal	3	4	
DLC60	Base	0850B562	Carbink	Clear Body (1)	Jolly	-	31	2	31	8	31	15	Dragon	3	4	
DLC61	Base	08535C20	Carbink	Sturdy (H)	Careful	-	7	4	31	31	27	31	Normal	3	4	
DLC62	Base	0868CDDD	Carbink	Clear Body (1)	Naughty	-	31	31	16	31	25	9	Grass	3	4	
DLC63	Base	0869C44C	Carbink	Sturdy (H)	Hasty	-	31	31	0	5	22	31	Ghost	3	4	
DLC64	Base	0871FD66	Carbink	Clear Body (1)	Gentle	-	31	31	31	16	2	26	Fighting	3	4	
DLC65	Base	087B0810	Carbink	Clear Body (1)	Bold	-	4	31	31	7	31	1	Grass	3	4	
DLC66	Base	08831A94	Carbink	Clear Body (1)	Adamant	-	4	9	31	15	31	31	Dragon	3	4	
DLC67	Base	08843767	Carbink	Clear Body (1)	Naughty	-	31	31	19	25	31	24	Flying	3	4	
DLC68	Base	08848549	Carbink	Clear Body (1)	Quiet	-	31	23	20	31	30	31	Ground	3	4	
DLC69	Base	088B0C20	Carbink	Sturdy (H)	Lonely	-	31	4	31	30	31	23	Normal	3	4	
DLC70	Base	088D6C8F	Carbink	Clear Body (1)	Docile	-	27	31	9	12	31	31	Water	3	4	
DLC71	Base	088EFD66	Carbink	Sturdy (H)	Docile	-	30	31	12	31	31	9	Fighting	3	4	
DLC72	Base	08914DDE	Carbink	Clear Body (1)	Hasty	-	19	5	31	31	31	17	Water	3	4	
DLC73	Base	08939DD7	Carbink	Clear Body (1)	Serious	-	31	10	31	31	29	2	Fairy	3	4	
DLC74	Base	08970DDB	Carbink	Sturdy (H)	Gentle	-	31	31	19	4	31	30	Rock	3	4	
DLC75	Base	0897CDCC	Carbink	Clear Body (1)	Careful	-	21	31	31	3	17	31	Ghost	3	4	
DLC76	Base	089B5D65	Carbink	Sturdy (H)	Sassy	-	31	31	31	20	19	16	Normal	3	4	
DLC77	Base	089F9589	Carbink	Clear Body (1)	Lax	-	31	31	17	31	6	9	Ground	3	4	
DLC78	Base	08A325D5	Carbink	Clear Body (1)	Hardy	-	8	31	31	31	8	0	Dark	3	4	
DLC79	Base	08AC2ADE	Carbink	Clear Body (1)	Docile	-	9	6	31	31	31	9	Water	3	4	
DLC80	Base	08AE109E	Carbink	Clear Body (1)	Quirky	-	21	7	18	31	31	31	Water	3	4	
DLC81	Base	08AE4462	Carbink	Clear Body (1)	Jolly	-	31	11	18	31	31	22	Dragon	3	4	
DLC82	Base	08AF68A4	Carbink	Clear Body (1)	Docile	-	31	4	31	5	31	29	Ground	3	4	
DLC83	Base	08B0CDD4	Carbink	Clear Body (1)	Hasty	-	17	4	31	13	31	31	Dragon	3	4	
DLC84	Base	08B1B0C6	Carbink	Clear Body (1)	Docile	-	31	12	31	5	31	20	Fighting	3	4	
DLC85	Base	08B39D61	Carbink	Clear Body (1)	Brave	-	15	31	31	31	0	29	Fairy	3	4	
DLC86	Base	08B41924	Carbink	Clear Body (1)	Brave	-	15	31	1	31	12	31	Ground	3	4	
DLC87	Base	08B653CF	Carbink	Clear Body (1)	Quirky	-	31	31	1	31	16	16	Water	3	4	
DLC88	Base	08B97DCE	Carbink	Sturdy (H)	Timid	-	31	31	15	25	31	17	Fire	3	4	
DLC89	Base	08B9F064	Carbink	Clear Body (1)	Hasty	-	14	4	31	31	31	25	Ground	3	4	
DLC90	Base	08BD5DCA	Carbink	Clear Body (1)	Adamant	-	8	21	31	31	4	31	Rock	3	4	
DLC91	Base	08BD66CA	Carbink	Clear Body (1)	Lax	-	6	7	31	31	2	31	Rock	3	4	
DLC92	Base	08A33D11	Chingling	Levitate (1)	Rash	♂	0	31	31	7	16	31	Electric	3	3	
DLC93	Base	082A3C29	Chingling	Levitate (1)	Naughty	♀	5	14	31	26	31	28	Ground	2	3	
DLC94	Base	082B9641	Chingling	Levitate (1)	Mild	♀	31	5	31	30	25	6	Ghost	2	3	
DLC95	Base	082D1C27	Chingling	Levitate (1)	Serious	♀	8	18	31	16	31	28	Flying	2	3	
DLC96	Base	083B998E	Chingling	Levitate (1)	Careful	♂	31	27	11	31	19	11	Fire	2	3	
DLC97	Base	083BAC2B	Chingling	Levitate (1)	Relaxed	♂	17	31	21	31	18	25	Bug	2	3	
DLC98	Base	083BACC0	Chingling	Levitate (1)	Brave	♂	1	19	15	31	31	21	Normal	2	3	
DLC99	Base	08413C2A	Chingling	Levitate (1)	Sassy	♀	31	10	27	12	19	31	Rock	2	3	
DLC100	Base	084E840A	Chingling	Levitate (1)	Serious	♀	0	23	31	20	31	9	Rock	2	3	
DLC101	Base	084FC1BE	Chingling	Levitate (1)	Naive	♀	24	26	17	31	31	12	Water	2	3	
DLC102	Base	0858C6B3	Chingling	Levitate (1)	Naughty	♀	8	2	31	9	31	30	Ice	2	3	
DLC103	Base	085E442B	Chingling	Levitate (1)	Quiet	♂	6	3	20	31	15	31	Bug	2	3	
DLC104	Base	0877A4AB	Chingling	Levitate (1)	Lonely	♀	10	0	25	31	31	1	Bug	2	3	
DLC105	Base	087C8C26	Chingling	Levitate (1)	Impish	♂	31	24	6	22	22	31	Fighting	2	3	
DLC106	Base	088975A7	Chingling	Levitate (1)	Hardy	♂	31	22	5	9	31	0	Flying	2	3	
DLC107	Base	0892163D	Chingling	Levitate (1)	Timid	♀	31	10	1	5	0	31	Grass	2	3	
DLC108	Base	089264B2	Chingling	Levitate (1)	Mild	♀	31	11	31	0	10	6	Psychic	2	3	
DLC109	Base	0898A7BB	Chingling	Levitate (1)	Brave	♀	4	31	17	31	13	4	Rock	2	3	
DLC110	Base	08A06431	Chingling	Levitate (1)	Serious	♀	17	4	28	31	31	24	Electric	2	3	
DLC111	Base	08A15C26	Chingling	Levitate (1)	Gentle	♀	17	2	31	14	25	31	Fighting	2	3	
DLC112	Base	08AEE533	Chingling	Levitate (1)	Hasty	♂	31	1	12	3	31	19	Ice	2	3	
DLC113	Base	08483BE8	Clefable	Unaware (H)	Sassy	♀	25	31	31	1	31	31	Poison	4	4	
DLC114	Base	088295D8	Clefable	Unaware (H)	Naughty	♀	26	31	31	31	8	31	Steel	4	4	
DLC115	Base	08A77BD5	Clefable	Magic Guard (2)	Timid	♀	25	31	31	6	31	31	Dark	4	4	
DLC116	Base	082B70E6	Clefable	Cute Charm (1)	Timid	♀	31	31	14	31	3	2	Fighting	3	4	
DLC117	Base	082E4063	Clefable	Cute Charm (1)	Modest	♀	29	31	31	4	18	31	Ice	3	4	
DLC118	Base	0830DBD5	Clefable	Cute Charm (1)	Mild	♀	31	31	2	31	18	1	Dark	3	4	
DLC119	Base	08317391	Clefable	Unaware (H)	Sassy	♂	31	13	18	31	23	31	Electric	3	4	
DLC120	Base	0831DBD1	Clefable	Cute Charm (1)	Bold	♀	20	23	6	31	31	31	Electric	3	4	
DLC121	Base	08320BD2	Clefable	Cute Charm (1)	Lax	♀	31	28	5	31	31	21	Psychic	3	4	
DLC122	Base	08369BDB	Clefable	Unaware (H)	Lax	♂	24	31	13	31	31	23	Rock	3	4	
DLC123	Base	08371665	Clefable	Magic Guard (2)	Naive	♀	8	23	31	31	21	31	Normal	3	4	
DLC124	Base	0838515E	Clefable	Magic Guard (2)	Jolly	♀	12	23	31	7	31	31	Water	3	4	
DLC125	Base	08387BE8	Clefable	Magic Guard (2)	Quiet	♀	31	3	8	28	31	31	Poison	3	4	
DLC126	Base	08396BCD	Clefable	Cute Charm (1)	Docile	♀	2	25	13	31	31	31	Steel	3	4	
DLC127	Base	083CFB69	Clefable	Unaware (H)	Docile	♀	19	31	31	31	7	1	Ground	3	4	
DLC128	Base	083F5D93	Clefable	Magic Guard (2)	Lax	♀	31	2	26	31	4	31	Ice	3	4	
DLC129	Base	0840F791	Clefable	Magic Guard (2)	Naive	♀	31	28	31	22	19	31	Electric	3	4	
DLC130	Base	084467E5	Clefable	Unaware (H)	Docile	♀	25	31	31	31	9	26	Normal	3	4	
DLC131	Base	08452BC6	Clefable	Unaware (H)	Relaxed	♀	14	31	31	30	25	31	Fighting	3	4	
DLC132	Base	0848148C	Clefable	Unaware (H)	Calm	♀	31	24	31	31	24	29	Ghost	3	4	
DLC133	Base	08485149	Clefable	Cute Charm (1)	Impish	♂	1	31	4	31	20	31	Ground	3	4	
DLC134	Base	084CB71B	Clefable	Unaware (H)	Naughty	♀	29	31	31	7	31	26	Rock	3	4	
DLC135	Base	0858A75B	Clefable	Magic Guard (2)	Bashful	♂	6	31	31	29	31	21	Rock	3	4	
DLC136	Base	085C8BDA	Clefable	Magic Guard (2)	Gentle	♂	9	28	31	13	31	31	Bug	3	4	
DLC137	Base	085EBB60	Clefable	Magic Guard (2)	Lax	♂	31	31	8	20	31	15	Normal	3	4	
DLC138	Base	08623BCB	Clefable	Magic Guard (2)	Impish	♀	8	31	31	31	12	27	Bug	3	4	
DLC139	Base	0862BBE5	Clefable	Magic Guard (2)	Lonely	♀	14	31	18	31	31	23	Normal	3	4	
DLC140	Base	08631616	Clefable	Magic Guard (2)	Serious	♀	25	31	27	16	31	31	Fairy	3	4	
DLC141	Base	08680BD6	Clefable	Magic Guard (2)	Docile	♀	8	9	31	12	31	31	Fairy	3	4	
DLC142	Base	086F3157	Clefable	Magic Guard (2)	Naughty	♀	20	31	14	31	27	31	Fairy	3	4	
DLC143	Base	08756BC5	Clefable	Magic Guard (2)	Relaxed	♂	31	26	31	7	4	31	Normal	3	4	
DLC144	Base	08787BC5	Clefable	Cute Charm (1)	Relaxed	♀	31	31	31	8	7	8	Normal	3	4	
DLC145	Base	08861BC9	Clefable	Cute Charm (1)	Brave	♀	2	31	6	1	31	31	Ground	3	4	
DLC146	Base	08899BE9	Clefable	Magic Guard (2)	Docile	♀	0	31	31	31	1	23	Ground	3	4	
DLC147	Base	0889E1EA	Clefable	Unaware (H)	Naughty	♀	31	31	10	31	27	8	Rock	3	4	
DLC148	Base	088ECF0D	Clefable	Cute Charm (1)	Jolly	♂	31	4	19	17	31	31	Steel	3	4	
DLC149	Base	08927763	Clefable	Unaware (H)	Sassy	♂	31	15	7	20	31	31	Psychic	3	4	
DLC150	Base	089616D0	Clefable	Magic Guard (2)	Bold	♀	28	31	31	22	29	31	Grass	3	4	
DLC151	Base	08976A4D	Clefable	Unaware (H)	Brave	♀	10	31	31	31	16	1	Steel	3	4	
DLC152	Base	08A0538D	Clefable	Cute Charm (1)	Quiet	♂	15	31	13	31	31	14	Steel	3	4	
DLC153	Base	08A10BD0	Clefable	Unaware (H)	Lonely	♀	31	2	27	26	31	31	Grass	3	4	
DLC154	Base	08A14BCB	Clefable	Unaware (H)	Brave	♂	31	29	21	31	2	31	Bug	3	4	
DLC155	Base	08A36C15	Clefable	Magic Guard (2)	Calm	♀	24	31	6	31	13	31	Dark	3	4	
DLC156	Base	08A6DAE9	Clefable	Unaware (H)	Careful	♂	27	31	16	31	31	6	Ground	3	4	
DLC157	Base	08A7FBDF	Clefable	Unaware (H)	Modest	♀	31	31	29	13	31	30	Fire	3	4	
DLC158	Base	08ADA64C	Clefable	Magic Guard (2)	Adamant	♂	31	31	5	0	31	24	Ghost	3	4	
DLC159	Base	08B0365F	Clefable	Cute Charm (1)	Brave	♀	10	5	31	31	31	8	Fire	3	4	
DLC160	Base	08B1A560	Clefable	Magic Guard (2)	Bold	♀	30	31	6	23	31	31	Normal	3	4	
DLC161	Base	08B23BD3	Clefable	Magic Guard (2)	Jolly	♀	31	31	11	31	1	8	Ice	3	4	
DLC162	Base	08B48BC7	Clefable	Cute Charm (1)	Mild	♀	2	31	31	14	31	6	Flying	3	4	
DLC163	Base	08B73097	Clefable	Unaware (H)	Brave	♀	16	31	1	24	31	31	Fairy	3	4	
DLC164	Base	08B891D8	Clefable	Magic Guard (2)	Timid	♀	31	31	31	30	22	23	Steel	3	4	
DLC165	Base	08B8DBE5	Clefable	Unaware (H)	Modest	♀	16	3	6	31	31	31	Normal	3	4	
DLC166	Base	08BA5911	Clefable	Unaware (H)	Docile	♀	7	31	31	28	31	2	Electric	3	4	
DLC167	Base	08BADBCA	Clefable	Magic Guard (2)	Serious	♂	24	31	31	9	0	31	Rock	3	4	
DLC168	Base	08BDCBEB	Clefable	Unaware (H)	Naive	♂	21	20	31	31	7	31	Bug	3	4	
DLC169	Base	08BE8BE2	Clefable	Magic Guard (2)	Mild	♂	2	7	31	31	31	7	Steel	3	4	
DLC170	Base	0893DE14	Clefairy	Friend Guard (H)	Bold	♀	31	31	31	31	25	8	Dragon	4	3	
DLC171	Base	082D1525	Clefairy	Magic Guard (2)	Calm	♀	31	29	11	27	17	31	Normal	2	3	
DLC172	Base	083FA6AF	Clefairy	Magic Guard (2)	Careful	♀	16	16	31	31	17	23	Water	2	3	
DLC173	Base	08404B38	Clefairy	Friend Guard (H)	Naive	♀	31	31	2	24	0	14	Steel	2	3	
DLC174	Base	084115B2	Clefairy	Cute Charm (1)	Modest	♀	21	31	20	14	31	5	Psychic	2	3	
DLC175	Base	08450AB8	Clefairy	Cute Charm (1)	Naughty	♂	31	14	26	9	17	31	Steel	2	3	
DLC176	Base	084511BE	Clefairy	Cute Charm (1)	Rash	♂	3	4	8	31	31	26	Water	2	3	
DLC177	Base	08473BC3	Clefairy	Magic Guard (2)	Docile	♀	31	30	0	28	31	10	Normal	2	3	
DLC178	Base	084ABB29	Clefairy	Friend Guard (H)	Mild	♀	9	30	31	26	31	12	Ground	2	3	
DLC179	Base	08511B3D	Clefairy	Magic Guard (2)	Lax	♂	10	31	29	27	31	29	Grass	2	3	
DLC180	Base	08513BC1	Clefairy	Magic Guard (2)	Naive	♂	16	31	6	31	20	20	Fairy	2	3	
DLC181	Base	0855BB27	Clefairy	Cute Charm (1)	Quiet	♂	11	31	19	25	1	31	Flying	2	3	
DLC182	Base	08591B2A	Clefairy	Magic Guard (2)	Lonely	♀	27	26	31	23	31	11	Rock	2	3	
DLC183	Base	085B2B29	Clefairy	Friend Guard (H)	Brave	♂	17	21	31	31	12	5	Ground	2	3	
DLC184	Base	085B3496	Clefairy	Friend Guard (H)	Lonely	♀	26	31	17	22	31	18	Fairy	2	3	
DLC185	Base	085E1B31	Clefairy	Cute Charm (1)	Lonely	♀	18	31	19	15	27	31	Electric	2	3	
DLC186	Base	085E1D9C	Clefairy	Cute Charm (1)	Serious	♂	31	19	27	31	4	30	Electric	2	3	
DLC187	Base	085FBB34	Clefairy	Cute Charm (1)	Hasty	♀	2	31	4	20	31	29	Dragon	2	3	
DLC188	Base	0860D7B1	Clefairy	Friend Guard (H)	Relaxed	♀	2	31	31	8	22	15	Electric	2	3	
DLC189	Base	0862912B	Clefairy	Friend Guard (H)	Jolly	♀	31	12	11	31	4	22	Bug	2	3	
DLC190	Base	08637B2D	Clefairy	Magic Guard (2)	Gentle	♂	31	18	6	10	9	31	Steel	2	3	
DLC191	Base	08683F10	Clefairy	Friend Guard (H)	Quirky	♀	17	31	31	25	4	16	Grass	2	3	
DLC192	Base	08719B3A	Clefairy	Friend Guard (H)	Relaxed	♀	31	31	12	4	7	6	Bug	2	3	
DLC193	Base	08738B38	Clefairy	Cute Charm (1)	Sassy	♂	22	0	31	0	21	31	Steel	2	3	
DLC194	Base	0874D4AF	Clefairy	Magic Guard (2)	Sassy	♀	16	21	31	31	29	17	Water	2	3	
DLC195	Base	08752BC0	Clefairy	Friend Guard (H)	Mild	♂	31	5	13	31	27	13	Normal	2	3	
DLC196	Base	08767AB3	Clefairy	Cute Charm (1)	Calm	♀	31	25	31	7	17	10	Ice	2	3	
DLC197	Base	087E2B3C	Clefairy	Friend Guard (H)	Sassy	♀	31	18	14	1	19	31	Electric	2	3	
DLC198	Base	08816B2B	Clefairy	Friend Guard (H)	Bold	♀	18	31	21	20	21	31	Bug	2	3	
DLC199	Base	0892E136	Clefairy	Cute Charm (1)	Impish	♀	4	7	31	30	19	31	Fairy	2	3	
DLC200	Base	08930B2D	Clefairy	Friend Guard (H)	Mild	♀	31	19	31	16	28	15	Steel	2	3	
DLC201	Base	089C4A3D	Clefairy	Friend Guard (H)	Hardy	♀	23	12	20	31	2	31	Grass	2	3	
DLC202	Base	08A9BC15	Clefairy	Cute Charm (1)	Calm	♀	14	20	20	12	31	31	Dark	2	3	
DLC203	Base	08AB1BC1	Clefairy	Cute Charm (1)	Quiet	♀	12	6	31	4	31	4	Steel	2	3	
DLC204	Base	08B25743	Clefairy	Magic Guard (2)	Timid	♀	31	14	31	21	15	3	Flying	2	3	
DLC205	Base	0854D685	Conkeldurr	Guts (1)	Careful	♂	31	29	31	31	31	31	Normal	5	5	
DLC206	Base	08B3B00B	Conkeldurr	Guts (1)	Naughty	♀	31	31	23	31	31	31	Bug	5	5	
DLC207	Base	08305C05	Conkeldurr	Iron Fist (H)	Modest	♂	31	31	28	31	31	1	Normal	4	5	
DLC208	Base	08369503	Conkeldurr	Guts (1)	Bashful	♂	31	20	31	31	12	31	Normal	4	5	
DLC209	Base	08499C06	Conkeldurr	Iron Fist (H)	Brave	♂	30	31	5	31	31	31	Fighting	4	5	
DLC210	Base	084ADA87	Conkeldurr	Sheer Force (2)	Calm	♂	20	22	31	31	31	31	Flying	4	5	
DLC211	Base	08648707	Conkeldurr	Iron Fist (H)	Quiet	♂	31	23	10	31	31	31	Flying	4	5	
DLC212	Base	0869EB7B	Conkeldurr	Iron Fist (H)	Sassy	♀	31	31	31	1	18	31	Rock	4	5	
DLC213	Base	086F566E	Conkeldurr	Sheer Force (2)	Adamant	♀	29	31	31	31	21	31	Fire	4	5	
DLC214	Base	087B2C05	Conkeldurr	Guts (1)	Quirky	♂	31	0	5	31	31	31	Normal	4	5	
DLC215	Base	087B3112	Conkeldurr	Guts (1)	Quirky	♂	31	4	31	31	23	31	Psychic	4	5	
DLC216	Base	0881747E	Conkeldurr	Guts (1)	Quirky	♀	31	31	31	31	19	9	Water	4	5	
DLC217	Base	0885B083	Conkeldurr	Guts (1)	Mild	♂	31	31	31	0	15	31	Ghost	4	5	
DLC218	Base	0888EC02	Conkeldurr	Sheer Force (2)	Quirky	♂	31	27	31	31	25	31	Ice	4	5	
DLC219	Base	08A1DC01	Conkeldurr	Iron Fist (H)	Naive	♂	31	31	31	11	31	5	Electric	4	5	
DLC220	Base	08AF6C05	Conkeldurr	Iron Fist (H)	Brave	♂	13	31	11	31	31	31	Normal	4	5	
DLC221	Base	08B10007	Conkeldurr	Sheer Force (2)	Docile	♂	31	31	10	31	31	25	Flying	4	5	
DLC222	Base	08BB6C02	Conkeldurr	Guts (1)	Quirky	♂	31	23	31	31	21	31	Grass	4	5	
DLC223	Base	082FEF4A	Crawdaunt	Adaptability (H)	Gentle	♂	9	31	2	26	31	31	Rock	3	4	
DLC224	Base	08350F4E	Crawdaunt	Adaptability (H)	Careful	♂	25	31	31	13	31	19	Fire	3	4	
DLC225	Base	083AB50F	Crawdaunt	Adaptability (H)	Mild	♂	31	31	25	31	12	12	Water	3	4	
DLC226	Base	083AC5C4	Crawdaunt	Hyper Cutter (1)	Bold	♀	5	21	18	31	31	31	Ground	3	4	
DLC227	Base	083E2F63	Crawdaunt	Hyper Cutter (1)	Naughty	♀	31	31	1	31	22	25	Poison	3	4	
DLC228	Base	0841609D	Crawdaunt	Shell Armor (2)	Impish	♂	31	3	26	19	31	31	Grass	3	4	
DLC229	Base	0845F7D5	Crawdaunt	Adaptability (H)	Rash	♂	1	31	2	27	31	31	Dark	3	4	
DLC230	Base	084600C7	Crawdaunt	Shell Armor (2)	Jolly	♂	31	31	19	27	31	16	Flying	3	4	
DLC231	Base	084BAF68	Crawdaunt	Shell Armor (2)	Gentle	♂	8	31	31	27	31	13	Poison	3	4	
DLC232	Base	084E9721	Crawdaunt	Adaptability (H)	Careful	♀	2	5	31	7	31	31	Ghost	3	4	
DLC233	Base	084FAF58	Crawdaunt	Hyper Cutter (1)	Relaxed	♂	31	31	16	19	31	5	Steel	3	4	
DLC234	Base	0852FF4C	Crawdaunt	Adaptability (H)	Serious	♀	5	31	26	31	31	3	Ghost	3	4	
DLC235	Base	085410CF	Crawdaunt	Hyper Cutter (1)	Docile	♂	31	31	31	11	18	30	Water	3	4	
DLC236	Base	085610D7	Crawdaunt	Adaptability (H)	Bold	♂	7	31	3	31	31	13	Fairy	3	4	
DLC237	Base	085F846B	Crawdaunt	Hyper Cutter (1)	Quiet	♀	9	30	31	31	31	10	Bug	3	4	
DLC238	Base	08609169	Crawdaunt	Hyper Cutter (1)	Careful	♀	31	31	25	31	19	23	Ground	3	4	
DLC239	Base	086156CC	Crawdaunt	Hyper Cutter (1)	Docile	♂	31	25	7	31	31	18	Ghost	3	4	
DLC240	Base	0869C7D0	Crawdaunt	Hyper Cutter (1)	Relaxed	♀	31	22	0	31	19	31	Grass	3	4	
DLC241	Base	086B2F6A	Crawdaunt	Shell Armor (2)	Adamant	♀	31	31	26	31	12	20	Rock	3	4	
DLC242	Base	086E0F5F	Crawdaunt	Hyper Cutter (1)	Adamant	♂	31	31	31	5	14	24	Fire	3	4	
