Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
0098C099	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Pomeg Berry x3 	Bitter Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x2 	Salty Herba Mystica x1 	Nugget x1 	Health Feather x2 									Dusknoir (5☆) (Square)	0	10010777	
00B6D61F	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Health Feather x2 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Bitter Herba Mystica x1 	Munchlax Fang x2 	Exp. Candy L x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Balm Mushroom x1 									Snorlax (5☆) (Star)	0	11982367	
00D09E10	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Spicy Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	PP Up x1 	Salty Herba Mystica x1 										Mandibuzz (5☆) (Star)	0	13671952	
00D2C71D	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x2 	Salty Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x2 	Exp. Candy L x2 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Bottle Cap x1 	Pomeg Berry x3 	Exp. Candy L x1 									Snorlax (5☆) (Star)	0	13813533	
00E01907	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Sour Herba Mystica x1 	Balm Mushroom x1 	Exp. Candy L x1 	Ability Capsule x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Munchlax Fang x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Exp. Candy L x1 									Snorlax (5☆) (Star)	0	14686471	
00E0B5F3	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Rare Candy x1 	Exp. Candy L x2 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Nugget x1 	Exp. Candy L x2 	Nugget x1 	Nugget x1 	Sweet Herba Mystica x1 										Snorlax (5☆) (Star)	0	14726643	
00E146F9	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Balm Mushroom x1 	Big Mushroom x1 	Balm Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 	Health Feather x2 	Sour Herba Mystica x1 										Snorlax (5☆) (Square)	0	14763769	
011D2584	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Vullaby Feather x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Rare Candy x1 	PP Up x1 	Spicy Herba Mystica x1 	Poison Tera Shard x1 	Ability Capsule x1 	Vullaby Feather x2 	Sour Herba Mystica x1 									Mandibuzz (5☆) (Star)	0	18687364	
012C3C70	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Health Feather x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Bottle Cap x1 	Duskull Fragment x2 										Dusknoir (5☆) (Star)	0	19676272	
0143E400	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Sweet Herba Mystica x1 	Vullaby Feather x2 	Psychic Tera Shard x1 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x1 									Mandibuzz (5☆) (Star)	0	21226496	
0150A186	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Sweet Herba Mystica x1 	Rare Candy x1 	Big Mushroom x1 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Fighting Tera Shard x1 									Basculegion (5☆) (Star)	0	22061446	
015A0F90	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 										Dusknoir (5☆) (Star)	0	22679440	
015CD585	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Exp. Candy L x2 	Sweet Herba Mystica x1 	Big Mushroom x1 	Pomeg Berry x3 	Normal Tera Shard x1 	Health Feather x2 	Big Mushroom x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 									Basculegion (5☆) (Star)	0	22861189	
01747311	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Health Feather x2 	Electric Tera Shard x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Rare Candy x1 	Electric Tera Shard x1 	Salty Herba Mystica x1 	Bitter Herba Mystica x1 	Health Feather x2 										Dusknoir (5☆) (Star)	0	24408849	
01894213	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Sour Herba Mystica x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Ability Capsule x1 	Exp. Candy L x1 	Health Feather x2 	Spicy Herba Mystica x1 									Snorlax (5☆) (Star)	0	25772563	
01978484	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Spicy Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 	Big Mushroom x1 	Health Feather x2 									Basculegion (5☆) (Star)	0	26707076	
01BBDF97	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Big Mushroom x1 	Sweet Herba Mystica x1 	Nugget x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x1 										Basculegion (5☆) (Star)	0	29089687	
01D3ADF1	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x2 	PP Up x1 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 	Rare Candy x1 	Bitter Herba Mystica x1 	Rare Candy x1 	Exp. Candy L x1 										Mandibuzz (5☆) (Star)	0	30649841	
01D68371	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Big Mushroom x1 	Health Feather x2 	Salty Herba Mystica x1 	Bitter Herba Mystica x1 	Salty Herba Mystica x1 	Health Feather x2 	Exp. Candy L x1 	Health Feather x2 	Sour Herba Mystica x1 										Basculegion (5☆) (Star)	0	30835569	
01DC17FF	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Nugget x1 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Ability Capsule x1 	Exp. Candy L x2 									Basculegion (5☆) (Square)	0	31201279	
01E11C77	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Dark Tera Shard x1 	Salty Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x1 	PP Up x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x1 										Dusknoir (5☆) (Star)	0	31530103	
01E529F1	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Exp. Candy L x2 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Nugget x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Nugget x1 	Rare Candy x1 										Snorlax (5☆) (Star)	0	31795697	
022E2DFC	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Salty Herba Mystica x1 	Exp. Candy L x2 	Big Mushroom x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Rare Candy x1 	Vullaby Feather x2 	Salty Herba Mystica x1 	Ability Capsule x1 										Mandibuzz (5☆) (Star)	0	36580860	
022FDDF9	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Vullaby Feather x2 	Big Mushroom x1 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	PP Up x1 	Exp. Candy L x2 	Sour Herba Mystica x1 										Mandibuzz (5☆) (Star)	0	36691449	
0236D901	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Sour Herba Mystica x1 	Pomeg Berry x3 	Munchlax Fang x2 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Health Feather x2 	Balm Mushroom x1 	Exp. Candy L x1 	Sour Herba Mystica x1 	Exp. Candy L x1 									Snorlax (5☆) (Star)	0	37148929	
023FDDF3	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Ice Tera Shard x2 	Ice Tera Shard x2 (H)	Vullaby Feather x2 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 	Sour Herba Mystica x1 	Exp. Candy L x1 	Pomeg Berry x3 	Vullaby Feather x2 	Exp. Candy L x2 										Mandibuzz (5☆) (Star)	0	37740019	
0251ADFE	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Health Feather x2 	Vullaby Feather x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Vullaby Feather x2 	Fire Tera Shard x1 	Spicy Herba Mystica x1 	Big Mushroom x1 	Bitter Herba Mystica x1 										Mandibuzz (5☆) (Star)	0	38907390	
025EB783	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Exp. Candy L x2 	Vullaby Feather x2 	Fighting Tera Shard x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Rare Candy x1 	Health Feather x2 	Spicy Herba Mystica x1 	Fighting Tera Shard x1 									Mandibuzz (5☆) (Star)	0	39761795	
02645003	Exp. Candy L x1 	Exp. Candy XL x1 	Poliwag Slime x5 	Muscle Feather x3 	Poliwag Slime x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Comet Shard x1 	Kelpsy Berry x3 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Bottle Cap x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Muscle Feather x2 									Poliwrath (5☆) (Star)	0	40128515	
026E24FB	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Big Mushroom x1 										Basculegion (5☆) (Star)	0	40772859	
026E4C74	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Dragon Tera Shard x2 	Dragon Tera Shard x2 (H)	Pomeg Berry x3 	Dragon Tera Shard x1 	PP Up x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Duskull Fragment x2 										Dusknoir (5☆) (Star)	0	40782964	
02731901	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 									Snorlax (5☆) (Star)	0	41097473	
0279E480	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Bug Tera Shard x2 	Bug Tera Shard x2 (H)	Big Mushroom x1 	Balm Mushroom x1 	Sour Herba Mystica x1 	Bug Tera Shard x1 	Pomeg Berry x3 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Nugget x1 	Salty Herba Mystica x1 	Exp. Candy L x1 									Mandibuzz (5☆) (Star)	0	41542784	
02810505	Exp. Candy L x1 	Exp. Candy XL x1 	Grubbin Thread x5 	Genius Feather x3 	Grubbin Thread x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Bitter Herba Mystica x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Comet Shard x1 	Grubbin Thread x2 	Rare Candy x1 	Exp. Candy L x1 	PP Up x1 	Star Piece x1 	Bitter Herba Mystica x1 									Vikavolt (5☆) (Star)	0	42009861	
0283A77B	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Health Feather x2 	Exp. Candy L x2 	Big Mushroom x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x2 	Salty Herba Mystica x1 	Sweet Herba Mystica x1 										Snorlax (5☆) (Star)	0	42182523	
02963910	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Big Mushroom x1 	Salty Herba Mystica x1 	Sour Herba Mystica x1 	PP Up x1 	Pomeg Berry x3 	Health Feather x2 	Bottle Cap x1 	Exp. Candy L x1 	Salty Herba Mystica x1 										Basculegion (5☆) (Star)	0	43399440	
029D1903	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Sour Herba Mystica x1 	Sour Herba Mystica x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Bottle Cap x1 	Balm Mushroom x1 	Pomeg Berry x3 	Pomeg Berry x3 	Health Feather x2 	Exp. Candy L x1 									Snorlax (5☆) (Star)	0	43849987	
02ABC478	Exp. Candy L x1 	Exp. Candy XL x1 	Duskull Fragment x5 	Health Feather x3 	Duskull Fragment x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x2 	Exp. Candy L x1 	Salty Herba Mystica x1 	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 										Dusknoir (5☆) (Star)	0	44811384	
02ACA486	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Exp. Candy L x2 	Vullaby Feather x2 	Exp. Candy L x1 	Exp. Candy L x2 	Big Mushroom x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Salty Herba Mystica x1 	Sour Herba Mystica x1 									Mandibuzz (5☆) (Star)	0	44868742	
02AFCDFC	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Big Mushroom x1 	Sour Herba Mystica x1 	Pomeg Berry x3 	Rare Candy x1 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 	Grass Tera Shard x1 	Exp. Candy L x1 	Exp. Candy L x1 										Mandibuzz (5☆) (Star)	0	45075964	
02BDADF7	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Spicy Herba Mystica x1 	Salty Herba Mystica x1 	Rare Candy x1 	Big Mushroom x1 	Bitter Herba Mystica x1 	Nugget x1 	Vullaby Feather x2 	Bottle Cap x1 										Mandibuzz (5☆) (Star)	0	45985271	
02C06908	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Sweet Herba Mystica x1 	Exp. Candy L x1 	Pomeg Berry x3 	Salty Herba Mystica x1 	Nugget x1 	Balm Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Exp. Candy L x2 									Snorlax (5☆) (Star)	0	46164232	
02C4DB03	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Salty Herba Mystica x1 	Basculin Fang x2 	Health Feather x2 	Pomeg Berry x3 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Salty Herba Mystica x1 									Basculegion (5☆) (Star)	0	46455555	
02C7958A	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x1 	Pomeg Berry x3 	Rock Tera Shard x1 	Sour Herba Mystica x1 	Spicy Herba Mystica x1 	Munchlax Fang x2 	Pomeg Berry x3 	Exp. Candy L x1 	Sour Herba Mystica x1 	Bitter Herba Mystica x1 									Snorlax (5☆) (Star)	0	46634378	
02E2A300	Exp. Candy L x1 	Exp. Candy XL x1 	Basculin Fang x5 	Health Feather x3 	Basculin Fang x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Rare Candy x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Exp. Candy L x2 	Rare Candy x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x2 	Sour Herba Mystica x1 	Health Feather x2 									Basculegion (5☆) (Star)	0	48407296	
02E809F7	Exp. Candy L x1 	Exp. Candy XL x1 	Munchlax Fang x5 	Health Feather x3 	Munchlax Fang x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Health Feather x2 	Balm Mushroom x1 	Exp. Candy L x2 	Bitter Herba Mystica x1 	Sweet Herba Mystica x1 	Balm Mushroom x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Munchlax Fang x2 										Snorlax (5☆) (Star)	0	48761335	
02EC2602	Exp. Candy L x1 	Exp. Candy XL x1 	Vullaby Feather x5 	Health Feather x3 	Vullaby Feather x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Vullaby Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Sour Herba Mystica x1 	Vullaby Feather x2 	Bitter Herba Mystica x1 	Salty Herba Mystica x1 	Pomeg Berry x3 	Big Mushroom x1 	Bitter Herba Mystica x1 									Mandibuzz (5☆) (Star)	0	49030658	
0311D61E	Exp. Candy L x1 	Exp. Candy XL x1 	Grubbin Thread x5 	Genius Feather x3 	Grubbin Thread x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Modest Mint x1 	Star Piece x1 	Hondew Berry x3 	Exp. Candy L x2 	Genius Feather x2 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Hondew Berry x3 									Vikavolt (5☆) (Star)	0	51500574	
