Seed	Item1	Item2	Item3	Item4	Item5	Item6	Item7	Item8	Item9	Item10	Item11	Item12	Item13	Item14	Item15	Item16	Item17	Item18	Item19	Item20	Item21	Item22	Item23	Item24	Item25	ExtraInfo	EventIndex	Calcs	
004D0F06	Exp. Candy L x1 	Exp. Candy XL x1 	Bounsweet Sweat x5 	Muscle Feather x3 	Bounsweet Sweat x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Kelpsy Berry x3 	Muscle Feather x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Muscle Feather x2 	Star Piece x1 	Nugget x1 	Muscle Feather x2 	Lonely Mint x1 									Tsareena (5☆) (Star)	0	5050118	
0053A297	Exp. Candy L x1 	Exp. Candy XL x1 	Pawmi Fur x5 	Swift Feather x3 	Pawmi Fur x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Sweet Herba Mystica x1 	Rare Candy x1 	Pawmi Fur x2 	Big Mushroom x1 	Hasty Mint x1 	Grepa Berry x3 	Exp. Candy L x1 	Exp. Candy L x2 	Sweet Herba Mystica x1 										Pawmot (5☆) (Star)	0	5481111	
0054D585	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Spicy Herba Mystica x1 	Muscle Feather x2 	Bombirdier Feather x2 	Bombirdier Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 									Bombirdier (5☆) (Star)	0	5559685	
005B2518	Exp. Candy L x1 	Exp. Candy XL x1 	Bounsweet Sweat x5 	Muscle Feather x3 	Bounsweet Sweat x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Kelpsy Berry x3 	Brave Mint x1 	Nugget x1 	Nugget x1 	Muscle Feather x2 	Star Piece x1 	Rare Candy x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Comet Shard x1 									Tsareena (5☆) (Star)	0	5973272	
0061C811	Exp. Candy L x1 	Exp. Candy XL x1 	Bounsweet Sweat x5 	Muscle Feather x3 	Bounsweet Sweat x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Ability Capsule x1 	Kelpsy Berry x3 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Star Piece x1 	Exp. Candy L x2 	Naughty Mint x1 	Spicy Herba Mystica x1 	Naughty Mint x1 										Tsareena (5☆) (Star)	0	6408209	
00642692	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Psychic Tera Shard x2 	Psychic Tera Shard x2 (H)	Health Feather x2 	Rare Candy x1 	Exp. Candy L x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Pomeg Berry x3 	Big Mushroom x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 										Amoonguss (5☆) (Star)	0	6563474	
006A6188	Exp. Candy L x1 	Exp. Candy XL x1 	Happiny Dust x5 	Health Feather x3 	Happiny Dust x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Poison Tera Shard x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Pomeg Berry x3 	Health Feather x2 	Exp. Candy L x2 	Big Mushroom x1 	Health Feather x2 	Sour Herba Mystica x1 									Blissey (5☆) (Star)	0	6971784	
00718686	Exp. Candy L x1 	Exp. Candy XL x1 	Cetoddle Grease x5 	Health Feather x3 	Cetoddle Grease x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x1 	Nugget x1 	Salty Herba Mystica x1 	Pomeg Berry x3 	Sour Herba Mystica x1 									Cetitan (5☆) (Star)	0	7440006	
00751481	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Exp. Candy L x1 	Exp. Candy L x1 	Rare Candy x1 	Nugget x1 	Bottle Cap x1 	Fire Tera Shard x1 	PP Up x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Sour Herba Mystica x1 									Gengar (5☆) (Star)	0	7672961	
007562EC	Exp. Candy L x1 	Exp. Candy XL x1 	Cetoddle Grease x5 	Health Feather x3 	Cetoddle Grease x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x1 	Exp. Candy L x1 	Rare Candy x1 	Exp. Candy L x2 	Ghost Tera Shard x1 	Salty Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 										Cetitan (5☆) (Star)	0	7693036	
007AA888	Exp. Candy L x1 	Exp. Candy XL x1 	Pichu Fur x5 	Swift Feather x3 	Pichu Fur x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Bottle Cap x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Jolly Mint x1 	Exp. Candy L x1 	Swift Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 									Raichu (5☆) (Star)	0	8038536	
00808B7A	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Health Feather x2 	Pomeg Berry x3 	Exp. Candy L x1 	Sweet Herba Mystica x1 	PP Up x1 	Health Feather x2 	Sour Herba Mystica x1 	Bitter Herba Mystica x1 	Big Mushroom x1 										Amoonguss (5☆) (Star)	0	8424314	
0082457C	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Spicy Herba Mystica x1 	Muscle Feather x2 	Muscle Feather x2 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Naughty Mint x1 	Exp. Candy L x1 	Bombirdier Feather x2 	Muscle Feather x2 										Bombirdier (5☆) (Star)	0	8537468	
0084A8FC	Exp. Candy L x1 	Exp. Candy XL x1 	Shroomish Spores x5 	Muscle Feather x3 	Shroomish Spores x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Brave Mint x1 	Exp. Candy L x1 	Star Piece x1 	Spicy Herba Mystica x1 	Grass Tera Shard x1 	Star Piece x1 	Spicy Herba Mystica x1 	Brave Mint x1 	Exp. Candy L x2 										Breloom (5☆) (Star)	0	8694012	
00887F00	Exp. Candy L x1 	Exp. Candy XL x1 	Slowpoke Claw x5 	Clever Feather x3 	Slowpoke Claw x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Exp. Candy L x1 	Sour Herba Mystica x1 	PP Up x1 	PP Up x1 	Sour Herba Mystica x1 	Clever Feather x2 	Exp. Candy L x2 	Grepa Berry x3 	Grepa Berry x3 	PP Up x1 									Slowking (5☆) (Star)	0	8945408	
009053EE	Exp. Candy L x1 	Exp. Candy XL x1 	Tynamo Slime x5 	Health Feather x3 	Tynamo Slime x3 (C)	Fire Tera Shard x2 	Fire Tera Shard x2 (H)	Ability Capsule x1 	Health Feather x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Big Mushroom x1 	Big Mushroom x1 	Exp. Candy L x1 	Ability Capsule x1 										Eelektross (5☆) (Star)	0	9458670	
009E0B06	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Fighting Tera Shard x2 	Fighting Tera Shard x2 (H)	Health Feather x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Foongus Spores x2 	Exp. Candy L x2 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Ability Capsule x1 									Amoonguss (5☆) (Star)	0	10357510	
00A24EF8	Exp. Candy L x1 	Exp. Candy XL x1 	Bergmite Ice x5 	Resist Feather x3 	Bergmite Ice x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	Qualot Berry x3 	Exp. Candy L x2 	Lax Mint x1 	Resist Feather x2 	Big Pearl x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 										Avalugg (5☆) (Star)	0	10637048	
00A7FE07	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Exp. Candy L x1 	Health Feather x2 	Rare Candy x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Sour Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x2 	Health Feather x2 	Exp. Candy L x2 									Gengar (5☆) (Star)	0	11009543	
00AC3E7C	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Grass Tera Shard x2 	Grass Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	PP Up x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 										Gengar (5☆) (Star)	0	11288188	
00AE4B02	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Health Feather x2 	Bitter Herba Mystica x1 	Sour Herba Mystica x1 	Big Mushroom x1 	PP Up x1 	Exp. Candy L x2 	Exp. Candy L x1 	Balm Mushroom x1 	Bottle Cap x1 	Sweet Herba Mystica x1 									Amoonguss (5☆) (Star)	0	11422466	
00B46A78	Exp. Candy L x1 	Exp. Candy XL x1 	Mudbray Mud x5 	Muscle Feather x3 	Mudbray Mud x3 (C)	Ghost Tera Shard x2 	Ghost Tera Shard x2 (H)	PP Up x1 	Bottle Cap x1 	Exp. Candy L x2 	Nugget x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Adamant Mint x1 	Ghost Tera Shard x1 										Mudsdale (5☆) (Star)	0	11823736	
00B8F06D	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Health Feather x2 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x2 										Glalie (5☆) (Star)	0	12120173	
00BDC505	Exp. Candy L x1 	Exp. Candy XL x1 	Bombirdier Feather x5 	Muscle Feather x3 	Bombirdier Feather x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Spicy Herba Mystica x1 	Exp. Candy L x1 	Ability Capsule x1 	Spicy Herba Mystica x1 	Naughty Mint x1 	Star Piece x1 	Exp. Candy L x2 	Bombirdier Feather x2 	Star Piece x1 	Exp. Candy L x2 									Bombirdier (5☆) (Square)	0	12436741	
00C03E8F	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Exp. Candy L x1 	Pomeg Berry x3 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Water Tera Shard x1 	Pomeg Berry x3 	Balm Mushroom x1 									Glalie (5☆) (Star)	0	12598927	
00CF877A	Exp. Candy L x1 	Exp. Candy XL x1 	Frigibax Scales x5 	Muscle Feather x3 	Frigibax Scales x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Nugget x1 	Frigibax Scales x2 	Exp. Candy L x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Comet Shard x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 										Baxcalibur (5☆) (Star)	0	13600634	
00D1E489	Exp. Candy L x1 	Exp. Candy XL x1 	Rolycoly Coal x5 	Resist Feather x3 	Rolycoly Coal x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Bottle Cap x1 	Big Pearl x1 	Qualot Berry x3 	Rolycoly Coal x2 	Impish Mint x1 	Exp. Candy L x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 	Big Pearl x1 									Coalossal (5☆) (Square)	0	13755529	
00D56C15	Exp. Candy L x1 	Exp. Candy XL x1 	Cetoddle Grease x5 	Health Feather x3 	Cetoddle Grease x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x1 	Health Feather x2 	Ability Capsule x1 	Sour Herba Mystica x1 	Rare Candy x1 	Big Mushroom x1 	Salty Herba Mystica x1 	PP Up x1 										Cetitan (5☆) (Star)	0	13986837	
00D6239D	Exp. Candy L x1 	Exp. Candy XL x1 	Sandile Claw x5 	Muscle Feather x3 	Sandile Claw x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Rare Candy x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Muscle Feather x2 	Muscle Feather x2 	Spicy Herba Mystica x1 	Star Piece x1 	PP Up x1 	Exp. Candy L x2 									Krookodile (5☆) (Star)	0	14033821	
00DABE74	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Dragon Tera Shard x2 	Dragon Tera Shard x2 (H)	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Nugget x1 	Rare Candy x1 	Bitter Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 										Gengar (5☆) (Star)	0	14335604	
00E174F5	Exp. Candy L x1 	Exp. Candy XL x1 	Ralts Dust x5 	Muscle Feather x3 	Ralts Dust x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Rare Candy x1 	Nugget x1 	Muscle Feather x2 	Nugget x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Ralts Dust x2 	Ralts Dust x2 	Exp. Candy L x2 										Gallade (5☆) (Star)	0	14775541	
00E30080	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Rare Candy x1 	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x2 	Exp. Candy L x2 	Big Mushroom x1 	Salty Herba Mystica x1 	Salty Herba Mystica x1 									Dondozo (5☆) (Star)	0	14876800	
00E4417B	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Big Mushroom x1 	Dondozo Whisker x2 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 										Dondozo (5☆) (Star)	0	14958971	
00E7FC05	Exp. Candy L x1 	Exp. Candy XL x1 	Delibird Parcel x5 	Swift Feather x3 	Delibird Parcel x3 (C)	Normal Tera Shard x2 	Normal Tera Shard x2 (H)	Exp. Candy L x1 	Grepa Berry x3 	Rare Candy x1 	Sweet Herba Mystica x1 	Swift Feather x2 	Rare Candy x1 	Sweet Herba Mystica x1 	Swift Feather x2 	Big Mushroom x1 	Grepa Berry x3 									Delibird (5☆) (Star)	0	15203333	
00EA4687	Exp. Candy L x1 	Exp. Candy XL x1 	Cetoddle Grease x5 	Health Feather x3 	Cetoddle Grease x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Nugget x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Pomeg Berry x3 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Exp. Candy L x1 	Cetoddle Grease x2 									Cetitan (5☆) (Star)	0	15353479	
00F8F291	Exp. Candy L x1 	Exp. Candy XL x1 	Pawniard Blade x5 	Muscle Feather x3 	Pawniard Blade x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Lonely Mint x1 	Star Piece x1 	Spicy Herba Mystica x1 	Spicy Herba Mystica x1 	Pawniard Blade x2 	Rare Candy x1 	Exp. Candy L x1 	Pawniard Blade x2 	Muscle Feather x2 										Kingambit (5☆) (Star)	0	16315025	
00FBF076	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Fairy Tera Shard x2 	Fairy Tera Shard x2 (H)	Exp. Candy L x1 	Rare Candy x1 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Pomeg Berry x3 	Spicy Herba Mystica x1 	Sour Herba Mystica x1 	Exp. Candy L x1 										Glalie (5☆) (Star)	0	16511094	
00FCF07A	Exp. Candy L x1 	Exp. Candy XL x1 	Snorunt Fur x5 	Health Feather x3 	Snorunt Fur x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Exp. Candy L x1 	Sweet Herba Mystica x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Pomeg Berry x3 	Balm Mushroom x1 	Exp. Candy L x1 	Balm Mushroom x1 	Big Mushroom x1 										Glalie (5☆) (Star)	0	16576634	
00FE970A	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Health Feather x2 	Bottle Cap x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Exp. Candy L x2 	Exp. Candy L x1 	Bottle Cap x1 	Sweet Herba Mystica x1 	Bitter Herba Mystica x1 										Amoonguss (5☆) (Star)	0	16684810	
0109417F	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Big Mushroom x1 	Exp. Candy L x1 	Spicy Herba Mystica x1 	Health Feather x2 	Exp. Candy L x1 	Big Mushroom x1 	Big Mushroom x1 	Big Mushroom x1 	Salty Herba Mystica x1 	Nugget x1 									Palafin (5☆) (Star)	0	17383807	
010B0971	Exp. Candy L x1 	Exp. Candy XL x1 	Fletchling Feather x5 	Swift Feather x3 	Fletchling Feather x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Swift Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Nugget x1 	Timid Mint x1 	Big Mushroom x1 	Sweet Herba Mystica x1 	Big Mushroom x1 	Sweet Herba Mystica x1 										Talonflame (5☆) (Star)	0	17500529	
0111FD08	Exp. Candy L x1 	Exp. Candy XL x1 	Ralts Dust x5 	Genius Feather x3 	Ralts Dust x3 (C)	Poison Tera Shard x2 	Poison Tera Shard x2 (H)	Exp. Candy L x1 	Bitter Herba Mystica x1 	Bitter Herba Mystica x1 	Ability Capsule x1 	Exp. Candy L x2 	Exp. Candy L x2 	Exp. Candy L x1 	Exp. Candy L x1 	Exp. Candy L x2 	Star Piece x1 									Gardevoir (5☆) (Star)	0	17956104	
0112CD1A	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Rock Tera Shard x2 	Rock Tera Shard x2 (H)	Big Mushroom x1 	Big Mushroom x1 	Exp. Candy L x1 	Nugget x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Bitter Herba Mystica x1 	Finizen Mucus x2 	Rock Tera Shard x1 	Exp. Candy L x1 									Palafin (5☆) (Star)	0	18009370	
0114E37F	Exp. Candy L x1 	Exp. Candy XL x1 	Gastly Gas x5 	Health Feather x3 	Gastly Gas x3 (C)	Steel Tera Shard x2 	Steel Tera Shard x2 (H)	Exp. Candy L x1 	Big Mushroom x1 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Health Feather x2 	Exp. Candy L x2 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Exp. Candy L x1 	Exp. Candy L x1 									Gengar (5☆) (Star)	0	18146175	
011C4B01	Exp. Candy L x1 	Exp. Candy XL x1 	Foongus Spores x5 	Health Feather x3 	Foongus Spores x3 (C)	Flying Tera Shard x2 	Flying Tera Shard x2 (H)	Health Feather x2 	Big Mushroom x1 	Exp. Candy L x2 	Big Mushroom x1 	Bitter Herba Mystica x1 	Exp. Candy L x1 	Bitter Herba Mystica x1 	Rare Candy x1 	Sweet Herba Mystica x1 	Foongus Spores x2 									Amoonguss (5☆) (Square)	0	18631425	
011EA511	Exp. Candy L x1 	Exp. Candy XL x1 	Dondozo Whisker x5 	Health Feather x3 	Dondozo Whisker x3 (C)	Electric Tera Shard x2 	Electric Tera Shard x2 (H)	Big Mushroom x1 	Sweet Herba Mystica x1 	Rare Candy x1 	Dondozo Whisker x2 	Health Feather x2 	Exp. Candy L x1 	Exp. Candy L x1 	Electric Tera Shard x1 	Salty Herba Mystica x1 										Dondozo (5☆) (Star)	0	18785553	
0121C909	Exp. Candy L x1 	Exp. Candy XL x1 	Tynamo Slime x5 	Health Feather x3 	Tynamo Slime x3 (C)	Ground Tera Shard x2 	Ground Tera Shard x2 (H)	Health Feather x2 	Big Mushroom x1 	Exp. Candy L x1 	Sweet Herba Mystica x1 	Pomeg Berry x3 	Bitter Herba Mystica x1 	Tynamo Slime x2 	Pomeg Berry x3 	Tynamo Slime x2 	Exp. Candy L x1 									Eelektross (5☆) (Star)	0	18991369	
01254177	Exp. Candy L x1 	Exp. Candy XL x1 	Finizen Mucus x5 	Health Feather x3 	Finizen Mucus x3 (C)	Dark Tera Shard x2 	Dark Tera Shard x2 (H)	Big Mushroom x1 	Big Mushroom x1 	Exp. Candy L x1 	Dark Tera Shard x1 	Exp. Candy L x1 	Salty Herba Mystica x1 	Pomeg Berry x3 	Sweet Herba Mystica x1 	Finizen Mucus x2 										Palafin (5☆) (Star)	0	19218807	
012C508F	Exp. Candy L x1 	Exp. Candy XL x1 	Varoom Fume x5 	Muscle Feather x3 	Varoom Fume x3 (C)	Water Tera Shard x2 	Water Tera Shard x2 (H)	Comet Shard x1 	Comet Shard x1 	Muscle Feather x2 	Spicy Herba Mystica x1 	PP Up x1 	Spicy Herba Mystica x1 	Bottle Cap x1 	Bottle Cap x1 	Kelpsy Berry x3 										Revavroom (5☆) (Star)	0	19681423	
